,Compound ID,InChIKey,SMILES,logS,logP,MW
8633,C8816,HALWGCIWQTXDID-UHFFFAOYSA-N,C=C(C)COCC(O)CO,-0.478269514,-0.0677,146.184
8634,C8817,UQTDVBKOSSSDQO-MWMYENNMSA-N,CCCC(CC)OCN1C=CN(C)/C1=C/[NH+]=O.[Cl-],-0.477242547,-2.7505,275.775
8635,C8818,ULSIYEODSMZIPX-UHFFFAOYSA-N,NCC(O)c1ccccc1,-0.476431684,1.379,137.179
8636,C8819,YNJBWRMUSHSURL-UHFFFAOYSA-N,O=C(O)C(Cl)(Cl)Cl,-0.476000959,1.4412,163.387
8637,C8820,MDYOLVRUBBJPFM-UHFFFAOYSA-N,O=c1cccccc1O,-0.475392827,0.7524,122.121
8638,C8821,GTSKCZHMZXAPMP-UHFFFAOYSA-L,CC1C[N+]2(CCOCC[N+]34CCC(CC3)C(C)C4)CCC1CC2.[I-].[I-],-0.475125982,-3.3184,576.337
8639,C8822,ALFGKMXHOUSVAD-UHFFFAOYSA-N,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,-0.473637562,2.2726,247.333
8640,C8823,CFOYWRHIYXMDOT-UHFFFAOYSA-N,CCOC(=O)n1ccn(C)c1=S,-0.473056921,1.5607,186.231
8641,C8824,WYXSYVWAUAUWLD-SHUUEZRQSA-N,O=c1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,-0.471421723,-3.4569,245.189
8642,C8825,QELSIJXWEROXOE-IGUOPLJTSA-N,NC(=O)c1cc[n+](COCN2C=CC=C/C2=C\[NH+]=O)cc1.[Cl-].[Cl-],-0.470768513,-6.9193,359.208
8643,C1488,WESDBLALURHRDL-UHFFFAOYSA-N,Cc1ncnc2nccnc12,-0.47,0.7282,146.149
8644,C1489,QPRQEDXDYOZYLA-YFKPBYRVSA-N,CC[C@H](C)CO,-0.47,1.0248,88.1482
8645,C8826,FVZVSNDNKMOYKF-UHFFFAOYSA-N,COc1cc(CCN)cc(OC)c1OC.Cl,-0.469163305,2.7159,247.719
8646,C8827,RRIQOXRRSJKRFR-UHFFFAOYSA-M,CCCCCCCC[N+](C)(C)C.[I-],-0.468698679,0.0571,299.235
8647,C8828,QIOZLISABUUKJY-UHFFFAOYSA-N,NC(=S)c1ccccc1,-0.467293894,2.0211,137.202
8648,C8829,FZIIBDOXPQOKBP-UHFFFAOYSA-N,CC1CCO1,-0.466160516,0.7952,72.1057
8649,C8830,YJOXSXGKJMRYKX-UHFFFAOYSA-N,COc1ccc(CNCCSS(=O)(=O)O)cc1,-0.465309263,2.7925,277.36
8650,C8831,PZMVOUYYNKPMSI-UHFFFAOYSA-N,CNCC(=O)c1ccc(O)c(O)c1,-0.46448588,0.8908,181.189
8651,C8832,UTGZOXAHFUVIRJ-UHFFFAOYSA-M,NC(=S)[N-]N/C=C1\C=CC(=O)C=N1.[Na+],-0.462079693,0.6862,218.211
8652,C8833,UIGLAZDLBZDVBL-UHFFFAOYSA-N,C#CC(O)c1ccccc1,-0.46204653,1.3532,132.159
8653,C8834,KMSNYNIWEORQDJ-UHFFFAOYSA-N,O=C1CCCS1,-0.461467917,1.04,102.155
8654,C1490,YNBADRVTZLEFNH-UHFFFAOYSA-N,COC(=O)c1cccnc1,-0.46000001,0.8682,137.136
8655,C1491,GRFNBEZIAWKNCO-UHFFFAOYSA-N,Oc1cccnc1,-0.46000001,0.7872,95.0993
8656,C1492,WEHWNAOGRSTTBQ-UHFFFAOYSA-N,CCCNCCC,-0.46000001,1.7869,101.19
8657,C8835,DBMJMQXJHONAFJ-UHFFFAOYSA-M,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],-0.45996211,4.4649,288.379
8658,C8836,QAXAHXNXXIWQIZ-UHFFFAOYSA-N,CCN(CC)[N+](=O)[O-],-0.459810308,1.0431,118.134
8659,C8837,FJQXCDYVZAHXNS-UHFFFAOYSA-N,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl,-0.459783139,5.094,345.906
8660,C8838,IRYJRGCIQBGHIV-UHFFFAOYSA-N,CN1C(=O)OC(C)(C)C1=O,-0.456797077,0.3115,143.141
8661,C8839,OYTKINVCDFNREN-UHFFFAOYSA-N,Nc1ccncc1N,-0.455320675,1.4084,109.129
8662,C8840,XQQZRZQVBFHBHL-UHFFFAOYSA-N,C1COCCOCCOCCO1,-0.452664256,0.0664,176.21
8663,C8841,BALXUFOVQVENIU-SCYNACPDSA-N,CN[C@H](C)[C@H](O)c1ccccc1.Cl,-0.450386937,2.5208,201.693
8664,C8843,NWPRCRWQMGIBOT-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,-0.450034164,-1.574,224.217
8665,C1493,JEIZLWNUBXHADF-QMMMGPOBSA-N,CC(=O)C[C@@H]1CCCCN1,-0.44999999,1.4364,141.211
8666,C1494,QMMFVYPAHWMCMS-UHFFFAOYSA-N,CSC,-0.44999999,0.9792,62.134
8667,C8844,HAEAJIXAMUMSFQ-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)CC(O)CO)cc1,-0.449499145,1.2027,230.281
8668,C8845,SSBJNXYJAHFKJQ-UHFFFAOYSA-N,CC(C)(O)CN1CCCCC1,-0.448421959,1.1811,157.253
8669,C8846,PJFNNMFXEVADGK-UHFFFAOYSA-N,O=C(CO)Nc1ccccc1,-0.44705746,0.6904,151.163
8670,C8847,IAOBSBQMRZRBPT-UHFFFAOYSA-N,COc1ccc(OC)c(C(O)C[NH+](C)C)c1.[Cl-],-0.446604205,-3.1143,261.745
8671,C8848,VJNXVAVKCZJOFQ-UHFFFAOYSA-N,CC1NCCOC1c1ccccc1.Cl,-0.446153248,2.8668,213.704
8672,C8849,JUWVRBZHGIMTGG-UHFFFAOYSA-N,CN(C)CCNC(O)(C(F)(F)F)C(F)(F)F,-0.445139685,1.3417,254.173
8673,C8850,JQYLYGFSUFDCGW-UHFFFAOYSA-L,CC[N+](CC)(CC)CCCNc1nc(Cl)nc(NCCC[N+](CC)(CC)CC)n1.[I-].[I-],-0.444051775,-1.964,683.883
8674,C8851,WREGKURFCTUGRC-POYBYMJQSA-N,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,-0.441643715,0.0766,211.218
8675,C8852,QEMIWXBPPYGOMV-UHFFFAOYSA-N,CCCCN1CCC(O)(c2ccco2)CC1.Cl,-0.441467811,3.103,259.772
8676,C8853,QIWOKEQEGOOGGH-UHFFFAOYSA-N,O=CNNc1ccccc1,-0.441183517,1.8593,136.151
8677,C8854,CQOVPNPJLQNMDC-ZETCQYMHSA-N,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,-0.440324347,-0.0384,226.232
8678,C1495,HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1,-0.44,1.3114,100.159
8679,C8855,NMUSYJAQQFHJEW-ARQDHWQXSA-N,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,-0.438660983,-2.5868,244.205
8680,C8856,NMUSYJAQQFHJEW-KVTDHHQDSA-N,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-0.438368102,-2.5868,244.205
8681,C8857,FKHLBAOXRDYSRQ-UHFFFAOYSA-M,CC(=O)NCCSSCCCCS(=O)[O-].[Na+],-0.438061544,2.4198,293.402
8682,C8858,AELCINSCMGFISI-DTWKUNHWSA-N,N[C@@H]1C[C@H]1c1ccccc1,-0.437848392,2.2015,133.19
8683,C8859,BWBRTQPXRCBQSJ-UHFFFAOYSA-N,NCCCCCCNCCSP(=O)(O)O.O,-0.433929781,1.9479,274.318
8684,C8860,JVWOCHRRAWHKLT-UHFFFAOYSA-N,CCN(CC)CCOC(=O)c1cccnc1,-0.433314049,1.5802,222.284
8685,C8861,FMMYTRQXHORTCU-UHFFFAOYSA-N,CS(=O)(=O)OCCCl,-0.433136336,1.2822,158.604
8686,C1496,KMRNTNDWADEIIX-UHFFFAOYSA-N,O=C(O)CCI,-0.43000001,0.8961,199.975
8687,C1497,DHKHKXVYLBGOIT-UHFFFAOYSA-N,CCOC(C)OCC,-0.43000001,1.4054,118.174
8688,C8862,QSGAFDSLNHRMIQ-SMBKYJPPSA-N,C[C@H](N)[C@H](O)c1ccccc1.C[C@H](N)[C@H](O)c1ccccc1.O=S(=O)(O)O,-0.429405397,3.963,400.49
8689,C8863,WRJPSSPFHGNBMG-UHFFFAOYSA-N,CC(=O)OC1CN2CCC1CC2,-0.428432597,0.5816,169.221
8690,C8864,JLUQTCXCAFSSLD-UHFFFAOYSA-N,O=C1C=CC2(CCC23C=CC(=O)O3)O1,-0.427863685,0.4838,192.168
8691,C8865,BTHSSYLQNVNWJG-UHFFFAOYSA-N,CC1=NS(=O)(=O)c2cccnc2N1,-0.426230157,1.2686,197.214
8692,C8866,NCRPDZJXUVPKNS-UHFFFAOYSA-N,CCOC(=O)N1CCN(CC)CC1.Cl,-0.425539291,1.4582,222.712
8693,C8867,JPJWFNHMOPQSBQ-UHFFFAOYSA-N,Cc1ccc(N(C)C(N)=O)cc1,-0.423002596,2.2102,164.204
8694,C8868,UQSPFESRVJWENP-UHFFFAOYSA-N,COc1ccc(C2N(C)CCN2C)cc1,-0.421269318,1.4468,206.284
8695,C1498,GEYOCULIXLDCMW-UHFFFAOYSA-N,Nc1ccccc1N,-0.41999999,2.0134,108.141
8696,C1499,KWGRBVOPPLSCSI-PSASIEDQSA-N,CN[C@H](C)[C@@H](O)c1ccccc1,-0.41999999,1.7188,165.232
8697,C1500,POAOYUHQDCAZBD-UHFFFAOYSA-N,CCCCOCCO,-0.41999999,0.7954,118.174
8698,C1501,FFEARJCKVFRZRR-SCSAIBSYSA-N,CSCC[C@@H](N)C(=O)O,-0.41999999,0.8517,149.211
8699,C8869,PXWINCSLFXUWBZ-VYIIXAMBSA-N,CO[C@H]1C=CC2=CCN3CCC4=C(CC(=O)OC4)[C@]23C1,-0.41798998,1.5272,273.327
8700,C8870,CRSNGJNHERUXSD-UHFFFAOYSA-N,O=S(=O)(O)SCCNCCOc1ccccc1,-0.417727003,2.6627,277.36
8701,C8871,YOAUVDYBDJTJJP-REOHCLBHSA-N,NC(=O)SC[C@H](N)C(=O)O,-0.416666961,0.6108,164.183
8702,C8872,RIZZXCJMFIGMON-UHFFFAOYSA-N,C#CCOC(C)=O,-0.416485581,0.1827,98.0999
8703,C8873,SLANUBHZICPYRW-UHFFFAOYSA-M,COc1ccc(OC)c(CC[N+](C)(C)C)c1.[Cl-],-0.414595665,-1.0435,259.772
8704,C8874,BMOFKCBGQVZIAS-UHFFFAOYSA-N,CC(=O)c1ccccc1OCC(O)CN1CCN(C)CC1.Cl.Cl,-0.413424627,2.3561,365.295
8705,C8875,FSGWUPVGLATWMM-UHFFFAOYSA-N,CC(=O)c1cccc(OCC(O)CN2CCN(C)CC2)c1.Cl.Cl,-0.413424627,2.3561,365.295
8706,C8876,NILQLFBWTXNUOE-UHFFFAOYSA-N,NC1(C(=O)O)CCCC1,-0.41215467,1.0428,129.157
8707,C8877,KFVSLSTULZVNPG-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O,-0.410914205,4.2484,548.647
8708,C1502,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Nc1ccccc1,-0.41,1.85,93.1265
8709,C1503,IKECULIHBUCAKR-UHFFFAOYSA-N,CC(C)C(C)(C)O,-0.41,1.4133,102.175
8710,C1504,MWWATHDPGQKSAR-UHFFFAOYSA-N,C#CC,-0.41,0.6395,40.0639
8711,C1505,MUPFEKGTMRGPLJ-GKSUOFJESA-N,OC[C@@H]1O[C@H](OC[C@@H]2O[C@H](O[C@@]3(CO)O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,-0.41,-7.5714,504.437
8712,C8878,FTBPJDDHEJKEEF-UHFFFAOYSA-L,CCCCCC[N+](C)(C)CCOCC[N+](CC)(CC)CCCCCC.[Br-].[Br-],-0.407221739,-0.8954,518.453
8713,C8879,NQNZNONJZASOKL-UHFFFAOYSA-N,Cl.c1ccc(N2CCNCC2)cc1,-0.404422991,2.292,198.692
8714,C8880,IWYDNHDPJXFEOV-UHFFFAOYSA-N,Cc1ccccc1N(C)C(N)=O,-0.403149588,2.2102,164.204
8715,C8881,MRWXACSTFXYYMV-FDDDBJFASA-N,OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,-0.40179674,-1.5622,252.227
8716,C8882,RHCSKNNOAZULRK-UHFFFAOYSA-N,COc1cc(CCN)cc(OC)c1OC,-0.400126628,1.9139,211.258
8717,C1506,WJRBRSLFGCUECM-UHFFFAOYSA-N,O=C1CNC(=O)N1,-0.40000001,-0.5166,100.076
8718,C1507,ZFLIKDUSUDBGCD-UHFFFAOYSA-N,O=C1NC(=O)C(=O)N1,-0.40000001,-0.99,114.06
8719,C1508,ALYNCZNDIQEVRV-UHFFFAOYSA-N,Nc1ccc(C(=O)O)cc1,-0.40000001,1.5482,137.136
8720,C1509,WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,-0.40000001,1.1789,108.138
8721,C1510,KPSSIOMAKSHJJG-UHFFFAOYSA-N,CC(C)(C)CO,-0.40000001,1.0248,88.1482
8722,C1511,VGGSQFUCUMXWEO-UHFFFAOYSA-N,C=C,-0.40000001,0.8022,28.0532
8723,C8883,XQXPVVBIMDBYFF-UHFFFAOYSA-N,O=C(O)Cc1ccc(O)cc1,-0.399080411,1.0193,152.147
8724,C8884,NNKXWRRDHYTHFP-HZQSTTLBSA-N,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl.Cl,-0.397765163,4.7151,397.339
8725,C8885,VFTFKUDGYRBSAL-UHFFFAOYSA-N,C1COCCOCCOCCOCCO1,-0.397624653,0.083,220.263
8726,C8886,NCPLWPQEVIBZKJ-UHFFFAOYSA-N,O=C(NCCO)c1ccccc1O,-0.393032623,0.5052,181.189
8727,C8887,BONORRGKLJBGRV-UHFFFAOYSA-N,CN(C)CCN(Cc1cccs1)c1ccccn1.Cl,-0.391204944,3.5133,297.847
8728,C1512,VNKYTQGIUYNRMY-UHFFFAOYSA-N,CCCOC,-0.38999999,1.0428,74.1216
8729,C1513,SXSWMAUXEHKFGX-ZCFIWIBFSA-N,CC(C)[C@H](C)CO,-0.38999999,1.2708,102.175
8730,C8888,FKBLZUSEOXHUJZ-UHFFFAOYSA-L,CC1C[N+]2(COC[N+]34CCC(CC3)C(C)C4)CCC1CC2.[I-].[I-],-0.388763883,-3.4034,548.284
8731,C8889,ZJJFOTCYYMAOMX-UHFFFAOYSA-M,CC(=O)Nc1cccc([As](=O)([O-])O)c1.[Na+],-0.388122849,-0.2828,281.073
8732,C8890,DBAKFASWICGISY-BTJKTKAUSA-N,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,-0.387905701,3.5304,390.861
8733,C8891,KUMMBDBTERQYCG-UHFFFAOYSA-N,Cc1cc(CO)c(O)c(CO)c1,-0.387586113,0.6852,168.19
8734,C8892,PZDARDIDPSRLMQ-UHFFFAOYSA-M,CCCC[N+](CC)(CC)CCCC.[OH-],-0.382459314,3.2664,203.365
8735,C8893,GXAVBFNRWXCOPY-UHFFFAOYSA-N,COc1cc(O)cc(OC)c1O,-0.382062985,1.115,170.163
8736,C8894,APYXNTXUDKPUKD-UHFFFAOYSA-M,CCCOC(=O)CO[NH3+].[Cl-],-0.38063395,-3.8829,169.607
8737,C1514,CBCKQZAAMUWICA-UHFFFAOYSA-N,Nc1ccc(N)cc1,-0.38,2.0134,108.141
8738,C1515,FRDAATYAJDYRNW-UHFFFAOYSA-N,CCC(C)(O)CC,-0.38,1.5574,102.175
8739,C8895,WCOFJTWPHBKHTQ-UHFFFAOYSA-M,CCN1C(C)CCC1CCCCCC[N+](CC)(CC)CC.I.[I-],-0.378616515,2.6263,552.359
8740,C8896,DWSGTFTVBLXELC-MOTQWOLNSA-N,Br.CN1[C@@H]2CC[C@H]1CC(OC(=O)C(O)c1ccccc1)C2,-0.378580807,2.7844,356.255
8741,C8897,XXBSNFDFXXRLKZ-UHFFFAOYSA-M,COc1cc([N+](C)(C)C)cc(C)c1C.[I-],-0.376444472,-0.4873,321.198
8742,C8898,WTUNGUOZHBRADH-UHFFFAOYSA-N,COP(=O)(OC)SC,-0.376202171,1.7503,156.141
8743,C8899,HBMINVNVQUDERA-UHFFFAOYSA-N,Cn1ccnc1[N+](=O)[O-],-0.374100649,0.8515,127.101
8744,C8900,XHKUDCCTVQUHJQ-LCYSNFERSA-N,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-0.372094354,-0.382,520.572
8745,C8901,IXMINYBUNCWGER-UHFFFAOYSA-M,CCCOC(=O)c1ccc([O-])cc1.[Na+],-0.371755769,2.3972,202.182
8746,C8902,GMUKQAHDARHRTC-UHFFFAOYSA-N,NC(=S)NC(=S)Nc1ccccc1,-0.37114184,2.3808,211.307
8747,C8903,UABRYPURASNHRO-UHFFFAOYSA-N,C[Sn](C)C.O,-0.369803817,1.3063,181.82
8748,C8904,JVDCYRUTPUMLMD-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1C[N+](C)(C)C.[I-],-0.368224895,-0.9941,350.196
8749,C8905,OWGHQPIPPHGSGP-UHFFFAOYSA-M,CC1(C)OC(=O)[N-]C1=O.[Na+],-0.367011145,0.146,151.096
8750,C8906,GWSZWUDXBUODAW-UHFFFAOYSA-N,O.OC(N1CCNCC1)(C(F)(F)F)C(F)(F)F,-0.363459282,0.9072,270.173
8751,C8907,UHOAUPKGWPQNDM-UHFFFAOYSA-N,Cn1ccccc1=S,-0.361967271,1.7546,125.191
8752,C1516,RAIPHJJURHTUIC-UHFFFAOYSA-N,Nc1nccs1,-0.36000001,1.3065,100.142
8753,C8908,JYJFNDQBESEHJQ-UHFFFAOYSA-N,CC1(C)OC(=O)NC1=O,-0.359851662,0.3602,129.114
8754,C8909,QROZCFCNYCVEDO-KQYNXXCUSA-N,OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O,-0.358739018,-1.6881,283.241
8755,C8910,BOOMHTFCWOJWFO-UHFFFAOYSA-N,Nc1cccnc1C(=O)O,-0.357802843,0.9432,138.124
8756,C8911,GGYVTHJIUNGKFZ-UHFFFAOYSA-N,CN1CCCCC1=O,-0.356463596,0.5666,113.158
8757,C8912,XUIZFYDSDRUVPE-UHFFFAOYSA-N,CC(=O)c1cccc([NH+](C)O)c1.[Cl-],-0.355696444,-2.5714,201.65
8758,C8913,XMIVRYNNGALYOJ-UHFFFAOYSA-N,COCCC/N=C(\N)CSS(=O)(=O)O,-0.354983975,1.6972,242.316
8759,C8914,LTGKKKITNWDUCD-UHFFFAOYSA-N,CC(=O)Nc1ccc([As](=O)(O)O)cc1,-0.354650176,-0.721,259.091
8760,C8915,LGDFHDKSYGVKDC-UHFFFAOYSA-N,O=S(=O)(O)c1ccc(O)c2ncccc12,-0.354430976,2.2679,225.221
8761,C8916,XXYCNHJBPIDFMZ-UHFFFAOYSA-N,CCON=Cc1ccncc1,-0.353793347,1.452,150.178
8762,C8917,VIDRYROWYFWGSY-UHFFFAOYSA-N,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,-0.353620742,3.4362,308.825
8763,C8918,WUQMRWPLIMXBDX-UHFFFAOYSA-N,CN(C)CCc1c[nH]c2cc(O)ccc12,-0.352603659,1.9776,204.268
8764,C8919,UWYLQWLJGMLJQF-UHFFFAOYSA-N,CCC(C)NCC(O)c1ccc(N)cc1,-0.35161994,2.6624,208.3
8765,C8920,LCMPIWIWBGHBOY-UHFFFAOYSA-N,CC(=O)OCC(=O)CCl,-0.350981317,0.3574,150.56
8766,C1517,PUJDIJCNWFYVJX-UHFFFAOYSA-N,NC(=O)OCc1ccccc1,-0.34999999,1.9822,151.163
8767,C8921,GLVAUDGFNGKCSF-UHFFFAOYSA-N,S=c1nc[nH]c2nc[nH]c12,-0.346779559,1.0155,152.177
8768,C8922,ADSMCWDSEPBBCF-UHFFFAOYSA-M,C[N+](C)(C)c1cccc(OC(=O)c2ccc(Cl)cc2)c1.[Br-],-0.343679316,0.7599,370.669
8769,C8923,RVPYACGFEOZHMA-UHFFFAOYSA-M,C[N+](C)(C)c1cccc(OC(=O)c2cccc(Cl)c2)c1.[Br-],-0.343679316,0.7599,370.669
8770,C8924,APHORMBLIBPERX-UHFFFAOYSA-L,CC[N+](CC)(CC)CCCCCCc1ccc([N+](CC)(CC)CC)cc1.[I-].[I-],-0.341195074,0.041,616.444
8771,C8925,UCQUAMAQHHEXGD-UHFFFAOYSA-N,CC(=O)c1ccc(O)c(O)c1,-0.340909632,1.3004,152.147
8772,C8926,YDVMQFMAVCFLQU-UHFFFAOYSA-N,O=[N+]([O-])c1nccn1CCO,-0.33651778,0.3068,157.127
8773,C8927,CJYXCQLOZNIMFP-UHFFFAOYSA-N,O=C1CCCCCCN1,-0.334917703,1.3955,127.184
8774,C8928,PXSOHRWMIRDKMP-UHFFFAOYSA-N,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,-0.334707354,-1.0058,231.251
8775,C8929,RQNWIZPPADIBDY-UHFFFAOYSA-N,[As],-0.334154731,-0.3808,74.9216
8776,C8930,ZLNGFYDJXZZFJP-UHFFFAOYSA-N,c1ccc(C2CNCCO2)cc1,-0.332188417,1.6763,163.216
8777,C8931,PKALPKIBIKMTCN-UHFFFAOYSA-N,CC(=O)Nc1ccccc1OCC(O)CO,-0.331463932,0.45,225.241
8778,C8932,QZKKOQQIVLXUEI-UHFFFAOYSA-N,Cc1ncc(CO)c(C)c1O.Cl,-0.33000406,1.6983,189.639
8779,C8933,GAMYYCRTACQSBR-UHFFFAOYSA-N,c1cnc2nc[nH]c2c1,-0.327434588,0.9579,119.124
8780,C8934,KRSJNPQCDCZRDP-UHFFFAOYSA-N,CCCC(C)(CO)COC(=O)N(C)C(C)Cc1ccccc1,-0.326383879,3.4847,307.428
8781,C8935,GMYHTBNBDYNDAI-MWMYENNMSA-N,CN1C=CN(COC2CCCCC2)/C1=C\[NH+]=O.[Cl-],-0.325773038,-2.9965,273.759
8782,C8936,YGNXYFLJZILPEK-UHFFFAOYSA-N,ON=C1CCCC1,-0.32513803,1.3906,99.1311
8783,C8937,ZIFJVJZWVSPZLE-UHFFFAOYSA-N,O=[NH+]C=C1C=CN(COCN2C=CC(=C[NH+]=O)C=C2)C=C1.[Cl-].[Cl-],-0.32311127,-8.3384,359.208
8784,C8938,FQPFAHBPWDRTLU-UHFFFAOYSA-N,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,-0.322667824,-1.775,420.426
8785,C8939,VWGJUXTWIWCQGL-UHFFFAOYSA-M,CC[N+](C)(CC)CCOC(=O)C(O)(c1cccs1)C1CCCC1.[Br-],-0.32263892,0.1595,420.405
8786,C8940,XUYPXLNMDZIRQH-UHFFFAOYSA-N,CSCCC(NC(C)=O)C(=O)O,-0.321595251,0.7197,191.248
8787,C8941,XYKVWCZODOKFIK-UHFFFAOYSA-N,CN(CCO[N+](=O)[O-])[N+](=O)[O-],-0.317393097,0.3646,165.105
8788,C8942,BIQMIYWSZZTXEX-UHFFFAOYSA-N,CC(C)NCC(=O)c1ccc(O)c(O)c1,-0.316333715,1.6694,209.242
8789,C8943,PWZUZQNZVZKCBI-UHFFFAOYSA-N,CCOC(N)=S,-0.314856252,0.9668,105.159
8790,C8944,QKICWELGRMTQCR-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,-0.314596046,3.0264,515.863
8791,C8945,VLAZWTFELFNZTO-UHFFFAOYSA-N,CCN1CCN(CC)C1=S,-0.31317077,0.8045,158.264
8792,C8946,MPCPSVWSWKWJLO-UHFFFAOYSA-N,CC(C)NCC(O)c1ccc(O)cc1,-0.31152481,1.8145,195.258
8793,C8947,YKQOSKADJPQZHB-RGYSVOEGSA-N,CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)C([C@@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,-0.311473932,1.5352,1155.43
8794,C8948,YPZRWBKMTBYPTK-BJDJZHNGSA-N,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,-0.310074156,-0.9126,612.631
8795,C1518,QGBSISYHAICWAH-UHFFFAOYSA-N,N#CN=C(N)N,-0.31,0.14148,84.08
8796,C8949,KLOHDWPABZXLGI-YWUHCJSESA-M,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],-0.307375596,0.0125,371.387
8797,C8950,DXGIRFAFSFKYCF-UHFFFAOYSA-N,CCC(=O)NN,-0.30157253,0.4775,88.1084
8798,C8951,HVLUYXIJZLDNIS-UHFFFAOYSA-N,NCCc1cccs1,-0.301047067,1.9496,127.207
8799,C8952,JKZHBDBZNPVEOX-UHFFFAOYSA-M,COc1ccc(OC)c(C(C)(O)C[N+](C)(C)C)c1.[Cl-],-0.300730364,-1.3785,289.798
8800,C1519,BRUZQRBVNRKLJG-UHFFFAOYSA-N,CC(C)COC(N)=O,-0.30000001,1.438,117.146
8801,C8953,WWXBHTZSYYGCSG-UHFFFAOYSA-N,NC(=O)Nc1ccc([As](=O)(O)O)cc1,-0.29027846,-0.4885,260.079
8802,C1520,GNHMRTZZNHZDDM-UHFFFAOYSA-N,N#CCCCl,-0.28999999,1.13888,89.5236
8803,C1521,CQRYARSYNCAZFO-UHFFFAOYSA-N,OCc1ccccc1O,-0.28999999,0.8845,124.137
8804,C1522,JYVLIDXNZAXMDK-RXMQYKEDSA-N,CCC[C@@H](C)O,-0.28999999,1.1673,88.1482
8805,C1523,MJCJFUJXVGIUOD-VIFPVBQESA-N,CC(C)(C(=O)O)[C@@](C)(CC(=O)O)C(=O)O,-0.28999999,0.6628,218.204
8806,C8954,YCIHPQHVWDULOY-FMZCEJRJSA-N,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,-0.285853633,1.1313,480.895
8807,C8955,WFKAJVHLWXSISD-UHFFFAOYSA-N,CC(C)C(N)=O,-0.28489334,0.828,87.1204
8808,C8956,RDUHXGIIUDVSHR-UHFFFAOYSA-N,CCCCNCC(O)c1ccc(O)cc1,-0.284117508,2.2062,209.285
8809,C8957,BNPSSFBOAGDEEL-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.O=S(=O)(O)O,-0.283830225,3.8218,576.7
8810,C8958,VVQUAWREPHCLDH-UHFFFAOYSA-N,Cc1cc(=O)c2nncn2[nH]1,-0.281076787,-0.274,150.138
